name,_id,run_start_time,run_end_time,status,status_message,chg_sp,chiller_limit,loop_sp,storage_capacity,installed_cost_us_dollars_per_kw,installed_cost_us_dollars_per_kwh,comfort_result_time_setpoint_not_met_during_occupied_hours,size_kw,year_one_energy_cost_us_dollars,comfort_result_hours_out_of_comfort_bounds_PMV,year_one_bill_us_dollars,electricity_produced_kwh,water_qbft,size_kwh,natural_gas_kwh,electricity_kwh,comfort_result_time_setpoint_not_met_during_occupied_cooling,comfort_result_time_setpoint_not_met_during_occupied_heating
API Generated 2021-06-09 04:00:55 +0000,d1eaf8db-7d23-404f-ad7d-c6fead426ae2,2021-06-09T04:16:51.309Z,2021-06-09T04:31:42.677Z,completed,completed normal,24.67883142,0.684355247,46.96425221,7829.652438,694.194205,547.730845,2106,940.2575498,1797156.45,1343,2853820.19,20322477.22,125776.17,5531.316419,26202113.89,20322477.78,1342,764
API Generated 2021-06-09 01:28:28 +0000,12eef896-79b5-4325-aea5-1d04cf57d569,2021-06-09T02:13:03.691Z,2021-06-09T02:27:42.158Z,completed,completed normal,21.26952659,0.27357247,42.1904216,2567.104185,434.573323,224.2254248,2202,1577.664414,1743320.18,1505,2665833.38,20036173.33,123993.26,12373.88573,26230427.78,20036172.22,1437,765
API Generated 2021-06-09 07:21:30 +0000,027d851b-93aa-432c-9d94-044f63fdd514,2021-06-09T08:06:36.459Z,2021-06-09T08:21:19.934Z,completed,completed normal,25.94511297,0.841092278,48.26712623,7718.149451,1672.010492,809.777904,2115,369.9659548,1996938.83,1344,3304153.79,20318174.72,126028.44,1009.865941,26178852.78,20318172.22,1351,764
API Generated 2021-06-09 08:36:33 +0000,2e6ddc92-d0f4-4992-b59e-e730adb6d0e4,2021-06-09T09:23:15.818Z,2021-06-09T09:37:56.370Z,completed,completed normal,28.45782753,0.11487691,40.42376225,7646.521987,953.2287494,835.6854029,2183,575.8963922,1891376.71,1521,3086305.7,19645525.28,119511.7,2326.418,26258197.22,19645525,1416,767
API Generated 2021-06-09 05:49:07 +0000,f970478f-663c-430a-a03f-9382dfa3ecf5,2021-06-09T06:34:44.238Z,2021-06-09T06:49:57.915Z,completed,completed normal,28.57216898,0.129654344,42.51370174,5517.289155,1265.188918,834.2988986,2221,532.9322706,1907203.12,1599,3138865.93,19709604.72,119805.18,1922.949821,26236136.11,19709602.78,1457,764
API Generated 2021-06-09 01:29:23 +0000,6ae21aff-37ef-455f-b4e9-65aee2921743,2021-06-09T02:13:50.773Z,2021-06-09T02:29:07.330Z,completed,completed normal,20.96970226,0.895763594,49.65569432,898.1653681,459.3172751,265.1610892,2155,1492.622635,1761982.94,1337,2668757.77,20434033.89,127364.45,11792.82555,26196055.56,20434036.11,1395,760
API Generated 2021-06-09 10:40:44 +0000,eec5b92f-233a-4cb7-b2bc-27eaa1865969,2021-06-09T11:25:21.944Z,2021-06-09T11:40:00.561Z,completed,completed normal,24.92851251,0.626661696,42.94034522,7509.451514,938.2976904,835.89896,2088,580.7649009,1888844.23,1342,3055691.96,19633432.22,120776.2,2463.845546,26228361.11,19633430.56,1322,766
API Generated 2021-06-08 23:19:42 +0000,3e2f8a28-deb2-4340-8011-c123e0c26769,2021-06-08T23:36:08.030Z,2021-06-08T23:51:38.685Z,completed,completed normal,25.04037944,0.954033723,49.90862889,6968.812639,1588.590928,837.2155751,2127,410.768275,1984932.17,1342,3281288.58,20328100.83,126248.06,1237.900241,26192738.89,20328102.78,1364,763
API Generated 2021-06-09 00:58:20 +0000,508fa1a9-b939-4e94-9e5e-32ffcaa052ee,2021-06-09T00:58:20.847Z,2021-06-09T01:15:12.305Z,completed,completed normal,27.33771852,0.971984224,49.90715601,5844.199283,1670.647654,835.9145623,2136,407.3155331,1974526.96,1340,3269835.08,20244884.17,125257.68,1224.890202,26193533.33,20244883.33,1372,764
API Generated 2021-06-09 03:01:15 +0000,cc7804d2-73dc-4d12-b36d-9072e4953216,2021-06-09T03:46:11.207Z,2021-06-09T04:00:49.142Z,completed,completed normal,20.44604446,0.649436761,48.55250282,1832.583094,609.2838652,434.9841049,2145,1340.641556,1679277.18,1337,2616716.59,20458851.11,127509.1,8094.992452,26191855.56,20458852.78,1382,763
API Generated 2021-06-09 11:40:43 +0000,01ce4127-9f48-4206-865e-7f88ec1b4cc5,2021-06-09T12:11:38.865Z,2021-06-09T12:26:01.517Z,completed,completed normal,23.81507842,0.562057708,40.4046877,2644.938727,1432.693872,236.2170842,2082,1129.34243,1763281.62,1334,2730900.02,19901025.28,123521.31,9669.420734,26255875,19901025,1318,764
API Generated 2021-06-08 23:19:42 +0000,0647a66d-eb8e-41cc-94be-8a7391679c46,2021-06-09T00:09:14.161Z,2021-06-09T00:24:23.041Z,completed,completed normal,20.05420121,0.277927395,40.93091236,4121.815605,1490.852276,252.0156409,2189,1113.588001,1821848.42,1452,2838958.31,19919398.33,123016.01,8707.361523,26239972.22,19919397.22,1425,764
API Generated 2021-06-08 21:41:53 +0000,6e8df00c-2886-48f8-8995-1eb54451a218,2021-06-08T21:41:56.942Z,2021-06-08T21:57:19.076Z,completed,completed normal,27.78629265,0.896536288,40.71815782,1847.857224,1105.338269,377.6409706,2098,1080.646118,1729838.63,1339,2703515.75,19794231.67,122638.46,8191.797112,26251758.33,19794230.56,1330,768
API Generated 2021-06-09 11:40:43 +0000,ae5e055e-5cbc-4ef4-9c05-29a13adcf063,2021-06-09T11:40:45.035Z,2021-06-09T11:56:45.086Z,completed,completed normal,29.94236482,0.749301884,47.30663766,7612.462696,1399.839463,528.4811573,2090,600.1038092,1885330.87,1342,3068900.6,20189861.11,124309.33,3059.814303,26190619.44,20189858.33,1325,765
API Generated 2021-06-09 13:27:50 +0000,f4859887-c645-4f78-8e0b-a35a422e30ee,2021-06-09T14:12:59.958Z,2021-06-09T14:27:43.862Z,completed,completed normal,20.06917726,0.911162163,49.23661923,7185.946765,1644.800736,808.4933654,2142,372.803161,2002812.34,1341,3305281.29,20456868.89,127537.02,1145.103191,26207269.44,20456866.67,1381,761
API Generated 2021-06-09 04:00:55 +0000,f7964e8d-8428-4121-924a-162ff5db105c,2021-06-09T04:32:22.281Z,2021-06-09T04:47:18.615Z,completed,completed normal,24.75659557,0.160895196,41.3645031,6725.320426,1258.684815,225.9787559,2160,1309.186779,1782939.82,1496,2731611.63,19720706.11,120810.64,10358.32024,26243350,19720708.33,1395,765
API Generated 2021-06-09 06:04:31 +0000,3adf0a22-6d41-4de1-84eb-82b33fffa280,2021-06-09T06:49:58.052Z,2021-06-09T07:04:36.096Z,completed,completed normal,23.65800173,0.948316452,49.86869666,6810.650915,1243.310174,332.2591441,2138,1186.223876,1750345.42,1342,2712979.18,20376858.89,126827.32,9237.859268,26185172.22,20376861.11,1374,764
API Generated 2021-06-09 13:12:46 +0000,9e89f972-b9f1-468a-980f-b33eb76852c9,2021-06-09T13:12:51.066Z,2021-06-09T13:29:12.552Z,completed,completed normal,29.94035823,0.194135942,48.92768235,3482.447292,1645.517174,256.938825,2133,1096.760414,1773734.4,1340,2748878.68,20174439.44,124383.14,9858.913598,26195013.89,20174438.89,1369,764
API Generated 2021-06-08 23:19:42 +0000,bdc546ea-e2da-4df3-9a03-b8a09e455153,2021-06-09T00:06:11.932Z,2021-06-09T00:20:06.451Z,completed,completed normal,26.88016114,0.832769903,40.14771505,2130.952926,629.3526926,551.2132223,2088,1081.983902,1730658.58,1335,2740502.09,19781815.56,122680.06,6139.242977,26249863.89,19781813.89,1324,764
API Generated 2021-06-09 07:04:46 +0000,b6600db1-5e57-45b1-bc6c-9abf60a182a1,2021-06-09T07:51:21.235Z,2021-06-09T08:06:12.321Z,completed,completed normal,29.66732061,0.814070239,48.04986639,7544.547183,801.8226179,788.0043126,2128,625.9312139,1910519.82,1341,3125173.77,20203180.83,124566.9,2379.63108,26180452.78,20203183.33,1365,763
API Generated 2021-06-09 03:01:05 +0000,b4ef2865-9c6a-4a2c-b6ec-be08f7863eed,2021-06-09T03:45:57.890Z,2021-06-09T04:00:22.598Z,completed,completed normal,23.68363112,0.550917836,40.3885223,4126.421635,1451.073471,256.938825,2055,1091.313485,1744098.28,1334,2704452.52,19792690,122507.11,8634.501004,26253016.67,19792691.67,1288,767
API Generated 2021-06-09 00:58:20 +0000,c93d9a64-9b5f-44c3-8ef5-895d01111b5e,2021-06-09T01:44:17.038Z,2021-06-09T01:58:48.661Z,completed,completed normal,20.20031563,0.29623172,42.05628022,6652.840391,596.0001207,772.478863,2107,827.625962,1862364.79,1379,2988311.06,19789269.72,121904.18,4119.51544,26229408.33,19789269.44,1342,765
API Generated 2021-06-09 07:04:45 +0000,20fe9b2e-322d-41c8-afbd-2cd9e79c1b25,2021-06-09T07:20:27.656Z,2021-06-09T07:35:18.668Z,completed,completed normal,20.02269152,0.86309419,49.35108088,6836.095625,1587.613446,807.2414193,2157,411.2904899,2002219.27,1296,3298181.13,20446145,127477.31,1224.563296,26099050,20446144.44,1388,769
API Generated 2021-06-09 11:40:43 +0000,8a900098-49bc-4a54-855c-1fb193287bb8,2021-06-09T11:40:44.745Z,2021-06-09T11:57:10.512Z,completed,completed normal,29.40562577,0.776208081,49.00152302,584.58419,425.4368399,318.2935807,2142,1446.833917,1740618.5,1338,2658973.12,20199585.56,124645.28,10846.27946,26190841.67,20199583.33,1378,764
API Generated 2021-06-09 02:29:27 +0000,76983175-36cc-43d0-b27a-5df33daa93bc,2021-06-09T02:29:28.689Z,2021-06-09T02:45:47.142Z,completed,completed normal,25.62779069,0.886096715,48.48853983,6810.650915,1519.531239,336.0304624,2129,1128.44086,1683056.09,1337,2647114.53,20325972.22,126146.47,8113.126879,26192850,20325972.22,1367,762
API Generated 2021-06-09 00:58:20 +0000,ac97ddf8-2062-4b96-92c8-00554703ec51,2021-06-09T01:42:56.951Z,2021-06-09T01:58:00.708Z,completed,completed normal,24.83131615,0.966451347,49.90862889,5673.281021,1605.701008,837.2155751,2151,407.3601797,1983503.22,1337,3278615.19,20341188.61,126335.94,1224.742401,26191361.11,20341186.11,1386,765
API Generated 2021-06-09 04:17:05 +0000,14f962dd-d6ea-4752-b706-802200a6de71,2021-06-09T05:01:37.714Z,2021-06-09T05:16:12.508Z,completed,completed normal,21.65508005,0.85408233,47.97512543,7066.855485,1619.63807,720.783334,2131,472.3476773,1964786.52,1339,3231609.38,20442109.44,127312.34,1758.509432,26194955.56,20442108.33,1367,764
API Generated 2021-06-09 00:58:20 +0000,1f789422-5cd9-4a03-beab-d7c82983c360,2021-06-09T01:43:47.572Z,2021-06-09T01:58:50.454Z,completed,completed normal,20.09051803,0.498369446,49.10594515,1159.490017,451.6737833,228.7334698,2133,1614.605674,1757837.9,1342,2645821.43,20443989.17,127510.94,12919.42616,26191805.56,20443991.67,1368,765
API Generated 2021-06-08 23:19:42 +0000,0e338224-c3ed-4f86-84be-9c8b65fdb23f,2021-06-08T23:19:44.905Z,2021-06-08T23:35:47.420Z,completed,completed normal,23.68612764,0.148887272,43.7274615,2637.045146,556.077416,762.3746192,2376,736.3947483,1878411.35,1780,3062806.26,19993078.33,122411.19,3437.327794,26216255.56,19993077.78,1611,765
API Generated 2021-06-08 21:57:27 +0000,13343157-2aeb-41b2-8d4f-91c990667b03,2021-06-08T22:46:17.958Z,2021-06-08T23:01:16.940Z,completed,completed normal,20.66989576,0.522915949,49.57314949,1511.560523,517.5273922,390.7103705,2117,1387.723795,1724406.22,1341,2658776.76,20433597.78,127296.17,9128.379271,26207127.78,20433597.22,1354,763
API Generated 2021-06-08 23:19:42 +0000,dd5b166c-4543-439b-8369-7480c31025f5,2021-06-08T23:38:08.722Z,2021-06-08T23:53:58.493Z,completed,completed normal,29.45768909,0.865782201,49.32234284,6333.921225,668.4855041,703.5955022,2153,833.66134,1865533.92,1344,3020073.76,20199200.83,124668.69,3292.678915,26192011.11,20199200,1387,766
API Generated 2021-06-08 21:41:52 +0000,86ab067f-f087-4945-863e-c83c1febbdb8,2021-06-08T21:41:55.386Z,2021-06-08T21:57:34.491Z,completed,completed normal,25.64356408,0.72991315,42.87045869,1953.956197,1510.757486,451.8976685,2096,791.2950283,1808513.71,1336,2910195.39,19886669.17,123449.45,4903.448482,26234944.44,19886666.67,1329,767
API Generated 2021-06-08 22:13:16 +0000,7ba283b1-9cd7-4f59-9048-b2d33b6f21c7,2021-06-08T23:02:13.984Z,2021-06-08T23:19:16.811Z,completed,completed normal,27.58640776,0.684281394,48.57737088,878.6479172,732.3580695,466.5698545,2122,986.6123538,1768059.37,1341,2801153.18,20251924.72,125227.75,6292.679224,26184719.44,20251925,1360,762
API Generated 2021-06-08 23:19:42 +0000,f07b2066-d825-4b7a-aa10-7da068763fb6,2021-06-08T23:19:44.954Z,2021-06-08T23:36:04.494Z,completed,completed normal,21.47362151,0.598140864,47.36563776,5461.753771,651.0042928,624.243026,2105,961.2921036,1830389.44,1342,2920279.59,20452889.44,127227.03,4470.801264,26192872.22,20452888.89,1343,762
API Generated 2021-06-09 02:29:27 +0000,f6b8bbb4-d629-43b9-9a14-a732286e13a4,2021-06-09T03:14:14.113Z,2021-06-09T03:28:53.574Z,completed,completed normal,27.76590401,0.714867851,49.7429768,774.1026479,448.699143,829.8920766,2134,761.5549283,1895845.1,1340,3082361.48,20235438.61,125150.16,2704.566275,26199830.56,20235438.89,1369,765
API Generated 2021-06-09 05:32:13 +0000,d51fa4da-f75b-461e-a221-30d704de3ad7,2021-06-09T05:32:18.040Z,2021-06-09T05:48:16.047Z,completed,completed normal,26.73358931,0.447170521,40.7883482,7645.25339,906.0651223,834.122719,2063,586.8148427,1882726.08,1338,3039952.34,19587167.5,120027.88,2669.816504,26238438.89,19587166.67,1299,764
API Generated 2021-06-09 02:29:27 +0000,f667d2df-8d0d-4723-9fd1-1a3254301a21,2021-06-09T02:29:28.283Z,2021-06-09T02:45:08.579Z,completed,completed normal,25.27534397,0.449111512,41.28981403,5595.249156,539.9695068,540.7522217,2083,1046.578519,1776744.9,1341,2770196.54,19687698.89,121383.47,6547.919172,26236475,19687697.22,1319,764
API Generated 2021-06-09 05:32:13 +0000,13261f78-092d-4520-9809-246a8e6f624a,2021-06-09T05:32:14.955Z,2021-06-09T05:48:17.740Z,completed,completed normal,20.89819453,0.661281158,44.89491417,6054.687902,591.6326044,292.2173688,2117,1226.342807,1750579.17,1338,2668227.01,19852634.44,123047.45,8890.301045,26205075,19852633.33,1352,765
API Generated 2021-06-09 00:58:20 +0000,2e295db8-99ec-46eb-869f-38b588a7726e,2021-06-09T00:58:23.578Z,2021-06-09T01:14:35.704Z,completed,completed normal,23.61036401,0.230908545,48.80695668,2917.33618,461.381863,674.448279,2143,1069.176149,1800884.76,1341,2872575.93,20386960.28,126811.86,4904.112896,26191122.22,20386958.33,1379,764
API Generated 2021-06-09 11:57:03 +0000,4b6bb159-cb28-4edf-8570-6703eeeac7a5,2021-06-09T12:42:19.618Z,2021-06-09T12:57:27.424Z,completed,completed normal,29.17922858,0.114635953,41.87820749,553.1513641,419.1450455,222.2333416,2576,1602.725423,1732605.07,2118,2633451.36,20059152.5,120892.79,12622.33176,26238566.67,20059150,1812,764
API Generated 2021-06-09 13:12:46 +0000,beb78f7b-dea0-4c83-8d13-6aab74b04b24,2021-06-09T13:29:34.705Z,2021-06-09T13:44:25.374Z,completed,completed normal,20.02286834,0.86309419,49.25754604,5843.759425,1646.360848,826.3047934,2144,370.076901,2009053.65,1339,3319107.41,20450416.67,127443.48,1000.847787,26201027.78,20450416.67,1379,765
API Generated 2021-06-09 05:48:32 +0000,ed826bb3-09fc-4f86-ae59-7efbc289de09,2021-06-09T06:34:38.911Z,2021-06-09T06:49:30.045Z,completed,completed normal,20.03488419,0.141789256,43.15303937,538.6583406,855.1331912,244.900336,2552,1371.168986,1787792.34,2015,2757381.53,20295658.06,124051.7,10848.72509,26222494.44,20295658.33,1791,761
API Generated 2021-06-09 03:01:00 +0000,a2d0bae9-6a76-4ff7-a340-e18c148a7500,2021-06-09T03:45:56.148Z,2021-06-09T04:00:14.134Z,completed,completed normal,28.48256713,0.143660277,47.08961308,5941.056088,825.9756503,787.2180341,2104,592.2087227,1915856.57,1344,3126637.26,20238283.61,124834.18,2350.769675,26204005.56,20238283.33,1341,763
API Generated 2021-06-09 10:25:05 +0000,e3f49465-5235-44e3-9e03-166275a25d7a,2021-06-09T11:10:02.471Z,2021-06-09T11:24:48.853Z,completed,completed normal,23.58100717,0.897389919,49.75449807,6737.985422,1622.84346,833.1616448,2126,367.9227918,2003220.93,1341,3313231.72,20384698.06,126805.45,996.4181205,26187541.67,20384697.22,1361,765
API Generated 2021-06-09 10:25:50 +0000,6af6b7dd-baa0-4385-b935-113dd740dfc8,2021-06-09T11:21:14.560Z,2021-06-09T11:35:15.790Z,completed,completed normal,23.39191086,0.911162531,40.30043338,3776.595042,483.4582844,220.0347727,2082,1568.606544,1718410.55,1336,2596141.53,19812710,122745.17,11993.01251,26256711.11,19812708.33,1315,767
API Generated 2021-06-09 10:09:00 +0000,a0ee86c1-ebe9-481d-a5b7-27d2484c5bcc,2021-06-09T10:09:03.566Z,2021-06-09T10:25:42.125Z,completed,completed normal,22.23306631,0.776208081,46.31721194,7209.17415,506.4071538,487.2176149,2118,1063.356819,1753885.44,1341,2731020.9,20045703.61,125030.71,6967.441278,26203522.22,20045702.78,1353,765
API Generated 2021-06-09 00:58:20 +0000,402ca009-82de-488b-8e04-7b737267f1b0,2021-06-09T00:58:24.839Z,2021-06-09T01:15:06.602Z,completed,completed normal,27.84675039,0.6088272,49.85435955,3094.408143,1451.073471,829.8779959,2139,438.0990962,1964275.75,1340,3249663.02,20231888.06,125141.61,1334.104126,26197058.33,20231886.11,1374,765
API Generated 2021-06-09 10:09:00 +0000,2ad8e278-2761-4d4e-9b1d-0f17a89c1683,2021-06-09T10:25:37.645Z,2021-06-09T10:41:05.389Z,completed,completed normal,20.10306827,0.789709852,48.12402469,6836.095625,547.9456252,528.9898906,2118,1120.287495,1789702.92,1341,2821958.55,20456685.28,127460.09,5967.651893,26189675,20456683.33,1357,761
API Generated 2021-06-09 06:04:21 +0000,27ba5935-4d88-46b9-877a-8f2819638eb5,2021-06-09T06:49:55.160Z,2021-06-09T07:04:12.021Z,completed,completed normal,29.71163825,0.668134153,48.07884541,7169.513098,602.2781763,479.6201206,2137,1343.307196,1656876.44,1344,2594578.53,20198656.39,124432.14,8129.533892,26192169.44,20198655.56,1373,764
API Generated 2021-06-08 23:19:42 +0000,60af5357-76db-47a3-a3de-5502450d42e2,2021-06-08T23:53:32.733Z,2021-06-09T00:08:53.345Z,completed,completed normal,24.3555579,0.300972315,41.31991099,6656.922202,418.6130466,233.0102248,2102,1471.346476,1768386.05,1381,2671993.56,19695154.44,121084.88,11475.80726,26242694.44,19695155.56,1336,766
API Generated 2021-06-08 21:41:53 +0000,40bf351b-1831-4736-903b-452df57cdbe6,2021-06-08T22:28:56.908Z,2021-06-08T22:46:17.831Z,completed,completed normal,29.51955805,0.790754447,48.46279087,6333.921225,698.4045102,548.3436428,2115,928.5895345,1791550.44,1338,2856849.75,20204768.33,124516.18,5346.92149,26178450,20204766.67,1350,765
API Generated 2021-06-09 07:21:30 +0000,6085f294-e10a-4045-aab2-c1a7452aa2f4,2021-06-09T08:18:56.173Z,2021-06-09T08:33:23.295Z,completed,completed normal,24.48810346,0.915601901,49.33296597,6167.886229,1651.264086,837.2155751,2137,368.3259075,2001070.46,1338,3311679.88,20361761.94,126462.46,1000.176062,26203097.22,20361763.89,1371,766
API Generated 2021-06-08 23:38:22 +0000,ba807dea-82df-446e-8920-8c01f839d074,2021-06-09T00:36:36.342Z,2021-06-09T00:51:11.385Z,completed,completed normal,21.20707378,0.648187966,49.61055698,1814.804565,567.9017172,554.6092179,2133,1135.633009,1723382.1,1342,2730015.97,20428353.06,127188.48,6020.106574,26199241.67,20428352.78,1369,764
API Generated 2021-06-09 04:17:40 +0000,3773d014-eac3-48d6-8a51-e2f29ddb5524,2021-06-09T05:14:37.475Z,2021-06-09T05:28:52.812Z,completed,completed normal,29.66887992,0.18730402,40.72607819,7404.5223,918.0349711,818.5064218,2259,582.3225559,1935894.32,1587,3162622.37,20038044.17,122148.28,2504.289824,26236586.11,20038041.67,1494,765
API Generated 2021-06-09 13:12:45 +0000,b40e341a-a462-48d8-97e8-8d093e43d80a,2021-06-09T13:12:46.820Z,2021-06-09T13:28:58.733Z,completed,completed normal,29.83597504,0.776208081,48.15652277,7570.739581,484.3293235,473.6438779,2112,1336.709825,1685899.73,1342,2632379.03,20194264.44,124445.96,8231.765961,26183855.56,20194263.89,1350,762
API Generated 2021-06-09 00:58:20 +0000,d30bdd66-5cc5-436a-94d5-df8bdd898ab7,2021-06-09T01:30:11.190Z,2021-06-09T01:44:38.740Z,completed,completed normal,21.05609814,0.288264205,41.65683059,7246.866335,593.9812351,233.1360556,2106,1456.817446,1807077.15,1383,2725839.73,19772698.89,121813.75,11393.27164,26232866.67,19772700,1342,764
API Generated 2021-06-09 05:32:13 +0000,3ff8f101-cd49-43ec-8adc-04aa8605f527,2021-06-09T06:05:05.877Z,2021-06-09T06:19:59.820Z,completed,completed normal,27.69891728,0.224430686,43.95504201,872.95743,434.0400249,255.7198568,2361,1574.729354,1688357.47,1668,2603777.6,20029481.39,123067.83,11906.05955,26209644.44,20029483.33,1597,764
API Generated 2021-06-09 02:29:27 +0000,bb9b3cd1-4963-4c25-9f32-0159727cde9b,2021-06-09T03:16:28.173Z,2021-06-09T03:31:19.715Z,completed,completed normal,20.6980516,0.175194654,40.51543983,1783.317675,426.3158401,231.5020687,2364,1665.084025,1770099.93,1778,2702939.24,20215011.94,124316.37,12859.96147,26251250,20215011.11,1599,765
API Generated 2021-06-09 08:36:33 +0000,5ec40415-3c17-46d8-8ab6-053d776ce441,2021-06-09T08:53:01.800Z,2021-06-09T09:09:03.039Z,completed,completed normal,29.4550158,0.60934085,49.01707974,6931.396923,494.3768514,826.9820377,2137,717.4936368,1931951.11,1342,3137013.33,20201472.5,124661.58,2411.222382,26191722.22,20201475,1375,762
API Generated 2021-06-09 00:58:20 +0000,ee935786-46c3-4da0-b29d-87fe7b3b9499,2021-06-09T01:29:06.072Z,2021-06-09T01:43:35.211Z,completed,completed normal,28.54661087,0.242445081,41.2054346,5758.813347,681.0880226,833.2230216,2147,752.552901,1894128.95,1447,3077577.32,19701894.44,120300.88,3258.320486,26234366.67,19701894.44,1381,766
API Generated 2021-06-09 10:40:34 +0000,99c1a429-d967-4a7d-b70e-361d63fae06d,2021-06-09T11:25:18.548Z,2021-06-09T11:40:04.890Z,completed,completed normal,27.38340666,0.645070335,41.43638328,5650.985177,1496.835441,319.2803304,2067,1024.176383,1775878.09,1336,2739688.43,19615282.5,120770.28,8103.310486,26241638.89,19615280.56,1302,765
API Generated 2021-06-09 10:25:15 +0000,a5c1da62-c64a-4cee-b872-15676d79c9bb,2021-06-09T11:10:33.805Z,2021-06-09T11:25:18.401Z,completed,completed normal,23.68363112,0.591014207,40.47652599,3724.326638,997.0747656,231.4229762,2090,1216.187244,1756360.8,1340,2695536.41,19816126.67,122730.16,10209.9276,26251347.22,19816125,1326,764
API Generated 2021-06-09 05:32:13 +0000,ff6d57e8-a0d0-45c7-8544-b0cf3f725e35,2021-06-09T05:48:25.524Z,2021-06-09T06:04:11.274Z,completed,completed normal,27.0755687,0.626661696,44.33656462,7812.865909,985.2163189,835.4839553,2094,579.0370887,1884931.41,1342,3034134.99,19598390,120504.76,2572.099643,26222627.78,19598388.89,1331,763
API Generated 2021-06-09 07:04:46 +0000,64027d26-e9b3-4dfb-974d-2c03e0db3a33,2021-06-09T07:36:21.035Z,2021-06-09T07:51:21.077Z,completed,completed normal,29.93816606,0.581066504,47.03209181,7397.156191,494.129363,487.2176149,2097,1308.271114,1681108.88,1343,2634343.55,20181473.33,124211.59,7852.257133,26209900,20181472.22,1334,763
API Generated 2021-06-08 21:41:53 +0000,c3fff663-8bcb-44bc-8c07-5f96e264a8dd,2021-06-08T22:12:12.395Z,2021-06-08T22:27:05.780Z,completed,completed normal,21.06200365,0.155053824,43.17096992,519.3234233,856.6488483,277.1594209,2543,1360.805797,1814573.84,1955,2812605.83,20299821.11,124223.44,10651.13473,26210058.33,20299819.44,1778,765
API Generated 2021-06-09 05:32:13 +0000,2cca25b9-a4a4-4fbf-b742-cd2eea23b4b9,2021-06-09T06:04:11.465Z,2021-06-09T06:19:03.994Z,completed,completed normal,20.04214216,0.145993286,46.36709854,733.0873407,1270.413817,251.9742607,2504,1282.419281,1766152.75,1975,2756185.19,20241650.83,124130.12,9355.747209,26208511.11,20241650,1739,765
API Generated 2021-06-09 04:17:40 +0000,32d10e04-38d5-4f17-9f56-cf268a70e64b,2021-06-09T05:14:52.137Z,2021-06-09T05:29:24.062Z,completed,completed normal,20.29914386,0.230908545,47.86624339,7421.741767,599.1369791,726.1231864,2115,906.9760487,1856924,1342,2994435.63,20463071.39,127466.18,3497.110402,26185947.22,20463072.22,1352,763
API Generated 2021-06-09 02:29:27 +0000,7cfcada0-6a63-4934-871d-de10a32592d3,2021-06-09T02:29:31.076Z,2021-06-09T02:46:03.701Z,completed,completed normal,22.71162284,0.744428546,48.25758736,7279.753773,1625.909913,793.3480569,2125,387.7081108,2003629.56,1342,3302769.85,20412786.11,127006.74,1108.290415,26194483.33,20412786.11,1362,763
API Generated 2021-06-09 02:29:27 +0000,eaf49493-68af-45df-9d0a-93db249ed5aa,2021-06-09T03:14:44.560Z,2021-06-09T03:29:17.709Z,completed,completed normal,20.87539104,0.668839544,48.27583092,1500.567413,949.0434621,477.4287468,2116,1092.650352,1735480.76,1340,2752560.86,20445798.61,127375.11,6004.648259,26196252.78,20445797.22,1351,765
API Generated 2021-06-09 02:29:27 +0000,0711dc34-e889-4b76-9944-b184a3dae1fe,2021-06-09T03:16:12.776Z,2021-06-09T03:31:23.380Z,completed,completed normal,29.94609003,0.739323026,46.25663808,7891.635966,602.2781763,547.730845,2095,942.3671981,1787467.06,1341,2796248.71,20083504.44,124316.06,5478.525689,26205369.44,20083502.78,1332,763
API Generated 2021-06-08 21:41:53 +0000,7421bee6-7c46-443e-a89f-a5c0b2c672fe,2021-06-08T22:27:05.905Z,2021-06-08T22:47:15.910Z,completed,completed normal,23.67396766,0.814426389,46.95256134,2134.176868,833.1567756,691.5516354,2119,694.2095511,1883672.79,1341,3049475.38,20271223.89,126217.52,3054.008977,26204061.11,20271222.22,1354,765
API Generated 2021-06-08 21:41:53 +0000,a7a616d1-9a98-4439-9809-fac1c40ca1b4,2021-06-08T22:28:38.474Z,2021-06-08T22:43:19.514Z,completed,completed normal,25.76322185,0.413829594,46.54318912,5079.294629,713.7757998,301.0897697,2102,1165.787225,1740231.36,1340,2679589.05,20024268.06,124561.81,8745.297881,26213783.33,20024266.67,1338,764
API Generated 2021-06-09 11:40:43 +0000,a2548f54-4d10-41df-87f3-335452a85c79,2021-06-09T12:12:24.170Z,2021-06-09T12:27:36.023Z,completed,completed normal,26.53249365,0.114051377,49.40126029,5570.96783,418.5715375,228.9078368,2153,1575.412744,1749172.82,1340,2640077.46,20285725.56,125561.78,12751.58316,26205813.89,20285727.78,1389,764
API Generated 2021-06-09 06:04:21 +0000,e68e1138-32e3-4dec-9936-e7fe876cf876,2021-06-09T06:49:30.329Z,2021-06-09T07:03:51.907Z,completed,completed normal,29.53763991,0.204713237,41.59263585,7623.357907,429.696142,225.9787559,2234,1468.822374,1722838.08,1532,2618370.96,19966629.17,121733.28,11521.46378,26221855.56,19966627.78,1469,765
