name,_id,run_start_time,run_end_time,status,status_message,chg_sp,chiller_limit,loop_sp,storage_capacity,installed_cost_us_dollars_per_kw,installed_cost_us_dollars_per_kwh,electricity_kwh,not_met_during_occupied_heating,year_one_energy_cost_us_dollars,size_kw,not_met_during_occupied_hours,natural_gas_kwh,not_met_during_occupied_cooling,size_kwh,year_one_bill_us_dollars,PMV,year_one_demand_cost_us_dollars,water_qbft
API Generated 2021-06-10 20:48:13 +0000,f7381ab0-ba09-405a-a31b-6a19e22eca29,2021-06-10T21:36:10.330Z,2021-06-10T21:50:28.450Z,completed,completed normal,23.00297572,0.409963686,40.92402349,36019.45279,550.8835134,264.0838711,19590975,764,1776364.8,1573.072026,2080,26242019.44,1316,11157.08497,2616025.15,1338,832460.35,120250.08
API Generated 2021-06-10 19:10:03 +0000,add8fd27-6133-4877-b819-d4231c16b320,2021-06-10T19:26:55.114Z,2021-06-10T19:42:20.232Z,completed,completed normal,25.32761128,0.496315804,42.67351057,27405.60291,1099.717794,413.1201806,19513944.44,762,1812875.38,1020.764047,2107,26218813.89,1345,6517.913399,2767734.41,1336,947659.03,119683.44
API Generated 2021-06-10 21:19:16 +0000,459f37f9-6356-4680-ad50-92eb3a93dd7e,2021-06-10T22:11:32.450Z,2021-06-10T22:26:03.636Z,completed,completed normal,29.82153886,0.994526619,49.90862889,32006.99137,1666.212631,837.2155751,20207847.22,762,1986994.57,368.8726461,2143,26192633.33,1381,995.0817169,3303104.01,1342,1308909.43,124656.48
API Generated 2021-06-11 08:02:16 +0000,ca4b2b79-c347-4805-96fb-dc1b9002787f,2021-06-11T08:47:50.352Z,2021-06-11T09:02:07.188Z,completed,completed normal,25.65555719,0.273358375,43.65372828,22124.14475,1652.724594,837.2155751,19535650,765,1873390.58,519.6362995,2118,26241850,1353,1813.920897,3023103.51,1335,1142512.93,119780.13
API Generated 2021-06-11 06:13:14 +0000,94b5f37c-1765-4e19-a213-0e616c43a315,2021-06-11T06:44:06.419Z,2021-06-11T06:58:25.389Z,completed,completed normal,22.1265572,0.604211448,40.3473506,30361.97659,516.8829716,219.8057732,19618369.44,767,1789698.62,1688.591742,2080,26262633.33,1313,12214.06384,2616966.12,1340,820067.5,120407.66
API Generated 2021-06-11 09:33:13 +0000,4cb7aaa5-046f-45e9-a5e5-55f9645f23a5,2021-06-11T10:31:36.648Z,2021-06-11T10:46:20.112Z,completed,completed normal,20.49839253,0.621433514,49.7961957,23431.06684,426.1813613,216.4710119,20433622.22,766,1808831.98,1765.090787,2135,26189738.89,1369,13965.44474,2708087.41,1342,892055.43,127426.86
API Generated 2021-06-10 17:38:10 +0000,d44f7c0e-7ecd-4252-bee3-ba37a54964e8,2021-06-10T18:36:27.846Z,2021-06-10T18:51:10.921Z,completed,completed normal,29.51955805,0.790754447,48.46279087,32224.96572,698.4045102,548.3436428,20227297.22,765,1819952.83,873.0424241,2126,26191138.89,1361,5135.236122,2905819.71,1340,1078666.87,124770.57
API Generated 2021-06-11 08:16:04 +0000,4640cd5d-f269-4c8a-975c-dd6bd650927f,2021-06-11T09:00:22.714Z,2021-06-11T09:14:41.770Z,completed,completed normal,20.0643446,0.55061529,41.13494941,7166.349922,473.040586,211.8958024,19744022.22,766,1827892.09,1596.667404,2082,26251544.44,1316,12587.91703,2726090.39,1338,890998.3,121765.87
API Generated 2021-06-11 09:47:26 +0000,3a2d49ae-bf4e-4d0a-b369-0ac2874a0c4f,2021-06-11T10:32:32.838Z,2021-06-11T10:47:30.389Z,completed,completed normal,27.15762936,0.994526619,49.64482238,22472.97479,1653.030649,837.2155751,20260638.89,764,1991829.46,356.658955,2120,26199300,1356,997.2670108,3306949.18,1336,1307919.72,125405.5
API Generated 2021-06-11 04:40:31 +0000,d19f322d-c630-4b4f-a17f-ded7ade0e84b,2021-06-11T05:27:42.195Z,2021-06-11T05:42:22.038Z,completed,completed normal,23.32711436,0.585953464,40.41403144,37610.80963,438.0916435,203.9890672,19583994.44,766,1799434.26,1718.693016,2103,26263761.11,1337,12817.92848,2624026.85,1337,817392.59,120164.58
API Generated 2021-06-11 04:40:31 +0000,e4e683df-b359-4cf3-9e55-d1182c2f6c47,2021-06-11T04:56:42.670Z,2021-06-11T05:11:34.029Z,completed,completed normal,26.45049143,0.988088901,40.54975974,18705.88377,505.4860604,830.8118267,19499061.11,767,1837085.62,836.0084664,2080,26250211.11,1313,3556.037599,2907109.48,1337,1062823.86,119178.06
API Generated 2021-06-10 22:31:54 +0000,f69407fe-417e-42a9-917d-197b1a59e346,2021-06-10T23:18:26.264Z,2021-06-10T23:33:44.376Z,completed,completed normal,22.13693727,0.567722752,48.34645141,19673.12465,1529.376534,813.6769693,20424280.56,765,2006055.71,391.8220574,2128,26179294.44,1363,1130.380527,3320930.45,1340,1307674.74,127126.79
API Generated 2021-06-11 04:40:31 +0000,d8c4ffc3-49ac-4a6d-930d-205eea5f982e,2021-06-11T05:11:40.198Z,2021-06-11T05:26:19.991Z,completed,completed normal,28.515406,0.517646393,42.81535873,35294.487,429.5928616,635.2233126,19591516.67,763,1807045.74,1013.768205,2091,26230833.33,1328,5250.010177,2795558.61,1337,981312.87,119316.65
API Generated 2021-06-11 04:40:31 +0000,d228c08c-79fa-42e7-8ea6-0e961b6efd76,2021-06-11T05:25:59.818Z,2021-06-11T05:41:22.135Z,completed,completed normal,25.49506761,0.994526619,49.90862889,32633.36442,1618.096641,837.2155751,20310525,763,1994016.92,375.6751758,2129,26190961.11,1366,1039.925359,3307138.34,1343,1305921.41,126168.84
API Generated 2021-06-11 03:07:02 +0000,dd4dec44-1929-4e7f-ab24-bfe6c616b254,2021-06-11T03:07:04.762Z,2021-06-11T03:23:07.002Z,completed,completed normal,29.52076082,0.766340781,41.75672458,26497.6908,1571.97222,831.1435492,19904741.67,765,1918233.28,421.1810067,2109,26232561.11,1344,1593.22692,3119108.77,1340,1193675.49,121719.66
API Generated 2021-06-10 19:42:12 +0000,77b1919e-e514-4fc3-a9a6-b163f4b6ecb9,2021-06-10T20:29:25.036Z,2021-06-10T20:45:52.170Z,completed,completed normal,22.58633967,0.848147291,49.57314949,9720.615775,702.4183669,326.310182,20406797.22,762,1762095.68,1417.130306,2146,26200188.89,1384,10107.57443,2698174.28,1335,928878.6,127140.91
API Generated 2021-06-10 22:31:54 +0000,caf13771-6584-4d58-9c33-765deee3a01a,2021-06-10T22:47:49.301Z,2021-06-10T23:02:45.615Z,completed,completed normal,29.43827541,0.134689132,40.9497815,5674.56646,773.0518509,270.2797437,19907450,764,1774888.93,1309.454364,2285,26247138.89,1521,9499.444042,2718259.68,1657,936170.75,120926.8
API Generated 2021-06-10 23:02:52 +0000,c74dbf3e-5d87-4812-91cd-de0e52671999,2021-06-10T23:48:02.218Z,2021-06-11T00:02:28.011Z,completed,completed normal,25.46102797,0.50255051,42.05973703,26091.92232,1179.044028,321.6761932,19497327.78,762,1813174.58,1106.455124,2097,26236266.67,1335,8372.40089,2729564.99,1336,909190.41,119490.11
API Generated 2021-06-11 01:51:44 +0000,bc860007-85cd-46c2-837d-ebe244313dc1,2021-06-11T02:36:55.131Z,2021-06-11T02:51:38.512Z,completed,completed normal,29.80731607,0.342860865,49.3167875,6245.559853,442.1214511,303.5955916,20183633.33,764,1740507.94,1506.896671,2128,26191783.33,1364,10934.4101,2659136.07,1343,911428.13,124539.43
API Generated 2021-06-10 22:31:54 +0000,c9583cf4-3273-4ea5-bcd6-e81667bd3a91,2021-06-10T23:18:59.887Z,2021-06-10T23:33:29.990Z,completed,completed normal,21.58094165,0.589257492,40.29374831,36019.45279,460.071662,259.6180365,19633097.22,764,1784741.56,1643.351312,2081,26250980.56,1317,11667.57497,2618322.46,1335,826380.9,120567.65
API Generated 2021-06-10 22:31:54 +0000,b838f3a5-663a-45bc-9a96-660bb91ae69b,2021-06-10T23:18:53.885Z,2021-06-10T23:33:35.493Z,completed,completed normal,23.28771434,0.250663633,43.64594787,38285.45892,1087.746006,817.2248114,19611622.22,764,1875725.18,613.7658546,2105,26225405.56,1341,2519.15643,2983224.74,1341,1100299.56,120488.41
API Generated 2021-06-10 19:10:03 +0000,c8e28936-4066-4ed2-b3d6-aece3944b0fc,2021-06-10T19:42:04.221Z,2021-06-10T19:57:30.324Z,completed,completed normal,21.21402343,0.356646177,47.477409,29862.5436,987.7873695,639.7634307,20458686.11,764,1920835.7,661.9857486,2102,26187325,1338,3157.46539,3101424.84,1342,1173389.14,127179.66
API Generated 2021-06-11 03:39:06 +0000,f6d2a79d-c219-4ca8-83cf-e79dfb6510e5,2021-06-11T04:25:27.210Z,2021-06-11T04:40:21.103Z,completed,completed normal,20.57137658,0.196394579,49.83555471,26992.38994,804.8045184,567.7008805,20437844.44,767,1804391.08,994.2274761,2132,26204966.67,1365,5580.681695,2864735,1336,1053143.92,127420.84
API Generated 2021-06-10 22:31:54 +0000,a23bddb6-5679-4d00-8600-a61a32b65d61,2021-06-10T22:31:58.586Z,2021-06-10T22:47:46.462Z,completed,completed normal,27.19706811,0.11835035,44.60288088,25350.71135,445.6023032,364.7541427,19494450,763,1773348.93,1456.386894,2095,26220130.56,1332,9862.733497,2647561.5,1350,867012.58,118973.51
API Generated 2021-06-10 19:10:03 +0000,be291297-2dc8-4de2-b34b-f6b2a3a3c2b6,2021-06-10T19:26:17.132Z,2021-06-10T19:41:23.635Z,completed,completed normal,29.01745258,0.560375544,42.38478216,28426.24888,1309.641417,805.057504,19701894.44,763,1893168.01,479.0028989,2097,26250219.44,1334,1860.980408,3064296.81,1337,1163928.8,119961.4
API Generated 2021-06-10 20:48:13 +0000,ba256f84-91e5-46d4-a124-b7e143fc2bef,2021-06-10T20:48:13.370Z,2021-06-10T21:04:12.449Z,completed,completed normal,29.87690784,0.306093564,49.907122,24997.75077,1669.127367,775.9306718,20174019.44,761,1981816.94,424.8171134,2133,26190100,1372,1291.765851,3279741.78,1341,1290724.84,124480.45
API Generated 2021-06-10 22:47:53 +0000,cc74925d-ab05-47ef-964b-8cc4c49d1a20,2021-06-10T23:32:56.363Z,2021-06-10T23:48:02.044Z,completed,completed normal,27.10483382,0.994526619,49.63182466,31891.12618,1652.724594,837.2155751,20262883.33,762,1992082.13,334.3332979,2134,26194877.78,1372,997.3808211,3308816.45,1342,1309534.32,125479.81
API Generated 2021-06-10 20:48:13 +0000,5fd2b863-4ad8-4b67-a45f-8e40c4e63680,2021-06-10T21:34:46.700Z,2021-06-10T21:49:31.168Z,completed,completed normal,29.40586886,0.140263944,41.68331405,5586.811874,834.5216213,313.3987547,19896452.78,763,1790148.25,1266.891187,2266,26236019.44,1503,8926.001316,2753742.08,1646,956393.83,120860.97
API Generated 2021-06-10 22:31:54 +0000,5ac35a42-3a16-4f0c-9c22-f9d85f153548,2021-06-10T23:03:42.467Z,2021-06-10T23:18:19.722Z,completed,completed normal,20.18296116,0.457416373,40.3246508,26862.54805,503.9638991,242.4522789,19647130.56,765,1783307.52,1653.940858,2079,26244122.22,1314,11770.70957,2613815.11,1336,823307.6,120631.4
API Generated 2021-06-11 03:07:03 +0000,569832bd-fff5-4ee8-8e32-acdeb30884a6,2021-06-11T03:24:02.129Z,2021-06-11T03:38:46.393Z,completed,completed normal,22.65162432,0.77661529,40.55549215,13510.58011,441.6178505,205.4971072,19616480.56,764,1826598.41,1640.596909,2093,26254025,1329,11649.70196,2693168.4,1336,859369.99,120464.1
API Generated 2021-06-11 03:23:53 +0000,97d2e13a-a236-41d0-8bfa-2999325a4f08,2021-06-11T04:09:43.225Z,2021-06-11T04:25:27.014Z,completed,completed normal,27.77385628,0.994526619,49.90862889,32466.62466,1621.030832,837.2155751,20225947.22,763,1986198.55,375.1998496,2143,26189761.11,1380,1039.925458,3298936.46,1338,1305537.91,125092.65
API Generated 2021-06-11 03:23:53 +0000,b9eb6705-e681-401d-b8d4-0f66802c8d16,2021-06-11T04:09:57.546Z,2021-06-11T04:24:46.686Z,completed,completed normal,27.10483382,0.994526619,49.46040477,26737.85774,1666.680964,837.2155751,20264702.78,769,1992259.65,335.7615255,2124,26201913.89,1355,998.9669313,3309279.51,1341,1309819.86,125422.87
API Generated 2021-06-11 07:45:31 +0000,79da5cff-f66a-4d83-b0d4-ab4426887933,2021-06-11T08:31:46.506Z,2021-06-11T08:46:32.619Z,completed,completed normal,23.21806863,0.483444462,40.65041637,38720.06372,556.4372409,224.5047822,19584569.44,769,1809843,1424.511232,2086,26255800,1317,10662.06384,2672017.04,1337,854974.04,120181.58
API Generated 2021-06-10 19:10:03 +0000,d941a4ec-610c-4fcc-8e12-ee4038d95f7b,2021-06-10T19:25:57.323Z,2021-06-10T19:40:07.701Z,completed,completed normal,27.87707197,0.645086988,41.77211135,24485.91711,1549.532278,820.0044166,19493997.22,767,1865479.94,526.5018171,2081,26240252.78,1314,2158.06428,3014314.68,1340,1141634.73,118919.72
API Generated 2021-06-11 04:56:20 +0000,d8f3650c-78e5-48cb-af1f-254e889bd99f,2021-06-11T05:41:19.382Z,2021-06-11T05:55:37.655Z,completed,completed normal,22.81312249,0.292423647,40.17701503,32362.7473,473.1367807,204.2693495,19599072.22,763,1801199.57,1712.029297,2077,26246900,1314,12756.68467,2627288.64,1341,818889.07,120292.73
API Generated 2021-06-11 03:07:03 +0000,16dc6310-98fe-4bb4-a633-731d157286bc,2021-06-11T03:37:19.027Z,2021-06-11T03:52:27.557Z,completed,completed normal,29.67062962,0.848046113,49.89480065,36909.80906,1644.701169,481.9576222,20230063.89,762,1870870.2,620.340669,2127,26188330.56,1365,3312.103991,3048826.12,1340,1170755.93,124760.57
API Generated 2021-06-10 22:31:54 +0000,55143c6f-8ed4-467d-8f88-fe86dc2b5d54,2021-06-10T22:47:53.282Z,2021-06-10T23:03:19.814Z,completed,completed normal,21.98699716,0.285251091,44.97516769,25721.10312,778.0906054,635.0014699,19784911.11,762,1883228.95,849.2757571,2104,26201519.44,1342,4628.120191,2907423.97,1339,1016995.02,122530.08
API Generated 2021-06-11 01:35:34 +0000,f8ec0145-d363-4dc8-85c3-bfc2c4ed3ca4,2021-06-11T01:35:37.445Z,2021-06-11T01:51:54.023Z,completed,completed normal,23.80529511,0.42361339,48.93661331,22975.10995,1665.451388,836.5393914,20379791.67,765,2002816.02,367.8683872,2127,26196597.22,1362,1003.737189,3318458.92,1334,1308442.9,126734.23
API Generated 2021-06-11 06:13:14 +0000,15887532-6fcd-43bd-a0b7-00e7e0bfc89b,2021-06-11T07:00:57.223Z,2021-06-11T07:15:41.134Z,completed,completed normal,20.83662723,0.642641747,40.51447085,19378.45688,442.6826895,211.4289693,19635738.89,766,1805531.8,1706.353954,2099,26256075,1333,12622.63509,2634434.02,1336,821702.22,120559.8
API Generated 2021-06-11 06:13:14 +0000,16ba790f-c925-4e5e-b36e-f35bf2d0532b,2021-06-11T06:45:07.579Z,2021-06-11T06:59:47.822Z,completed,completed normal,28.55085018,0.517646393,44.60288088,24463.30022,435.5501329,562.9632565,19708294.44,765,1757554.93,1029.400879,2147,26220155.56,1382,6564.890269,2704279.25,1340,939524.32,120531.63
API Generated 2021-06-10 17:54:50 +0000,516a5e8f-cbe2-4b4c-bfc3-5d56e8336057,2021-06-10T18:39:59.140Z,2021-06-10T18:55:05.888Z,completed,completed normal,29.9512067,0.69743478,44.95701592,8845.04248,890.5426866,425.1221148,20037230.56,762,1823005.32,963.9688592,2109,26212886.11,1347,6964.038315,2812551.75,1338,982346.43,123274.44
API Generated 2021-06-11 00:19:56 +0000,d00208bc-871e-43ad-8ee8-56afb8ba1215,2021-06-11T01:04:36.045Z,2021-06-11T01:19:28.627Z,completed,completed normal,21.54319828,0.335755493,49.8534453,36121.25222,497.8388048,501.9515605,20420227.78,766,1724637.2,1270.002931,2138,26190016.67,1372,7345.002477,2698530.69,1340,966693.49,127285.94
API Generated 2021-06-11 00:03:52 +0000,7dcc811c-d633-434e-b0f4-94a7e594b508,2021-06-11T01:03:26.177Z,2021-06-11T01:17:57.574Z,completed,completed normal,20.34183703,0.410839763,40.22688283,29114.55344,475.2536145,225.2861547,19645530.56,765,1790827.31,1685.792618,2097,26248566.67,1332,12152.32781,2619236.18,1336,821208.87,120713.24
API Generated 2021-06-10 19:10:03 +0000,7d1d7e90-c8dd-45e5-9095-da4be9a4fe4e,2021-06-10T19:42:20.383Z,2021-06-10T19:57:24.613Z,completed,completed normal,27.58640776,0.917585809,47.69387542,7221.872463,549.4349243,350.7334794,20269744.44,764,1726925.45,1499.918285,2115,26187783.33,1351,10202.31962,2649986.15,1340,915860.7,125290.42
API Generated 2021-06-10 17:38:10 +0000,f2dbdfa2-269c-4871-87de-c87af439eb9d,2021-06-10T17:53:38.656Z,2021-06-10T18:07:46.951Z,completed,completed normal,27.78629265,0.896536288,40.71815782,11290.00038,1105.338269,377.6409706,19525922.22,767,1838638.43,1088.850313,2107,26252933.33,1340,8313.946453,2804231.86,1343,958393.43,119242.85
API Generated 2021-06-11 03:07:03 +0000,3ea0d070-d1c0-49af-8dd1-b3960ddb0227,2021-06-11T03:38:57.563Z,2021-06-11T03:54:41.359Z,completed,completed normal,26.96009773,0.47622156,42.29222675,5880.390298,1319.561138,793.0906368,19646563.89,764,1896033.38,539.0882004,2084,26238058.33,1320,2396.522408,3074212.23,1339,1170978.85,120862.71
API Generated 2021-06-11 04:40:31 +0000,0e8bf724-806a-4e3d-9eb4-48b6a89535ed,2021-06-11T05:40:28.165Z,2021-06-11T05:55:01.150Z,completed,completed normal,20.09059247,0.617460115,49.79769878,9195.586421,455.6681353,203.9657302,20444788.89,765,1821505.12,1846.094238,2158,26187697.22,1393,14606.34617,2718293.29,1342,889588.16,127486.99
API Generated 2021-06-10 20:48:13 +0000,8df7cb73-db10-4023-9639-13e558bffb21,2021-06-10T21:04:21.480Z,2021-06-10T21:20:04.437Z,completed,completed normal,29.43360474,0.14377931,41.23066049,15126.0019,1044.617023,682.0704054,19903666.67,763,1887448.27,685.1975715,2217,26254180.56,1454,3433.971511,3052334.26,1560,1157685.99,120874.08
API Generated 2021-06-10 22:31:54 +0000,3d418380-232b-489d-a780-67d8e1efedc2,2021-06-10T23:02:45.764Z,2021-06-10T23:17:37.101Z,completed,completed normal,20.0233296,0.631390049,49.684239,6909.413877,587.9465074,218.812659,20454172.22,763,1808344.05,1580.318208,2120,26193113.89,1357,12803.88116,2722295.71,1340,906751.66,127575.8
API Generated 2021-06-11 09:16:38 +0000,b9e0d552-b893-4713-9813-1c34c4dc637e,2021-06-11T10:02:20.810Z,2021-06-11T10:17:40.750Z,completed,completed normal,26.7145332,0.994526619,49.90862889,32595.40727,1639.645461,837.2155751,20272863.89,765,1993024.4,348.7332332,2158,26192441.67,1393,994.9730979,3308293.35,1338,1308068.94,125644.47
API Generated 2021-06-10 19:10:03 +0000,bad4e98c-7510-4aee-bfd1-b723b50f26c2,2021-06-10T19:26:08.993Z,2021-06-10T19:41:29.356Z,completed,completed normal,26.92719102,0.55865835,41.8713786,30619.89378,1490.524089,793.0906368,19454052.78,763,1861076.45,545.8341384,2099,26236161.11,1336,2123.08918,2981833.01,1342,1113556.56,119047.85
API Generated 2021-06-11 00:03:52 +0000,2bc77b79-ba6d-4518-9854-de28294a1b9a,2021-06-11T00:34:14.071Z,2021-06-11T00:49:06.944Z,completed,completed normal,22.60887331,0.782416843,49.79506136,16825.56367,420.7265338,488.9296092,20397827.78,766,1714477.77,1303.450702,2142,26198600,1376,7668.455952,2677275.87,1342,955598.09,127035.43
API Generated 2021-06-11 03:07:03 +0000,5e673640-9e4a-42b0-9994-c31e9e38aedd,2021-06-11T03:39:09.062Z,2021-06-11T03:54:55.601Z,completed,completed normal,20.73201761,0.698077468,40.25516393,14380.08045,484.5162565,240.2391712,19641933.33,765,1822762.96,1482.919283,2097,26241583.33,1332,10655.57846,2697700.08,1337,867737.11,120568.35
API Generated 2021-06-11 00:03:52 +0000,a6f5fb65-f0fb-4fe8-b56f-a01d5eb0ae9d,2021-06-11T00:03:53.718Z,2021-06-11T00:19:56.360Z,completed,completed normal,24.68446692,0.994526619,49.51764015,26789.18941,1645.326908,837.2155751,20358194.44,765,2000907.42,352.7878257,2125,26201900,1360,998.5424995,3315300.3,1335,1307192.87,126454.74
API Generated 2021-06-10 19:40:52 +0000,7a8d8a6a-ffa4-4c7c-8a2e-3ccb0882e1de,2021-06-10T20:27:50.639Z,2021-06-10T20:42:18.790Z,completed,completed normal,28.64038293,0.585913124,44.89854905,38048.33989,422.0635331,713.8574095,19768986.11,762,1843305.85,797.8112769,2094,26211558.33,1332,4292.676133,2891961.52,1339,1041455.67,121170.55
API Generated 2021-06-11 04:40:31 +0000,bcfa491d-fbd2-4111-ae3d-75c0f4690ff3,2021-06-11T04:57:29.089Z,2021-06-11T05:12:40.544Z,completed,completed normal,26.92315452,0.153470802,40.7508075,22483.11341,426.1940901,635.2233126,19502100,766,1813094.12,1007.35144,2095,26255477.78,1329,5640.071858,2809818.88,1348,989524.76,119110.26
API Generated 2021-06-10 22:31:54 +0000,7f342457-084e-415a-8c8d-e97b1bcf3abd,2021-06-10T23:17:12.478Z,2021-06-10T23:32:23.550Z,completed,completed normal,21.4996935,0.652496495,49.71935669,8318.559953,495.6206407,501.9515605,20429747.22,764,1724078.81,1269.043188,2105,26193780.56,1341,7357.53613,2696530.72,1339,965251.91,127316.67
API Generated 2021-06-11 00:03:52 +0000,1a429557-9681-443e-aaa4-1da4481e04b6,2021-06-11T00:19:26.595Z,2021-06-11T00:33:59.731Z,completed,completed normal,27.86002051,0.792278817,42.58363052,36066.45953,1550.924484,810.7410575,19489961.11,762,1866431.4,492.5563151,2092,26241125,1330,1816.961246,3005723.15,1336,1132091.75,118883.5
API Generated 2021-06-10 19:10:03 +0000,4b1db98a-79a3-42e7-939e-b78a32d0ba26,2021-06-10T19:41:23.766Z,2021-06-10T19:56:19.654Z,completed,completed normal,21.96383209,0.539725863,41.7917551,23452.04888,740.9314256,268.6636844,19605802.78,765,1808228.46,1319.873877,2084,26233102.78,1319,9768.882084,2687601.27,1340,872172.81,120381.34
API Generated 2021-06-11 03:07:03 +0000,bdee4947-c0b3-4afc-9b26-e1083ce82791,2021-06-11T03:07:07.250Z,2021-06-11T03:22:35.760Z,completed,completed normal,20.89192765,0.789353804,40.23253804,28981.9878,446.9356464,224.5550053,19639269.44,764,1791951.53,1680.462547,2097,26253086.11,1333,12147.40573,2620637.19,1337,821485.66,120632.97
API Generated 2021-06-11 01:35:34 +0000,12695417-a851-4969-8d20-fc0e38db6085,2021-06-11T01:51:08.137Z,2021-06-11T02:05:24.334Z,completed,completed normal,26.11893584,0.595625924,42.39411044,38175.96416,1490.524089,811.9995074,19496530.56,766,1866301.73,528.5145362,2076,26241086.11,1310,1988.065101,2991828.68,1337,1118326.95,119461.94
API Generated 2021-06-11 02:06:27 +0000,31442c0b-0090-41b6-b841-4bf44d767916,2021-06-11T02:50:58.218Z,2021-06-11T03:05:47.911Z,completed,completed normal,20.13517987,0.538316333,49.68268882,8755.60002,753.3378546,218.812659,20448858.33,762,1767313.88,1476.693535,2140,26193616.67,1378,11971.59732,2675728.86,1340,901214.98,127539.4
API Generated 2021-06-10 20:48:13 +0000,0a1e8d13-a0b9-498e-a178-441827685223,2021-06-10T20:48:17.351Z,2021-06-10T21:04:53.077Z,completed,completed normal,22.09314389,0.183444743,43.64527486,17250.87331,1291.977437,824.4927311,19596163.89,763,1875874.14,553.2897234,2105,26230902.78,1342,1991.176393,3004978.69,1339,1121904.55,120338.02
API Generated 2021-06-10 19:40:16 +0000,47542ae0-6086-43d5-9c7f-00068c1fd3f8,2021-06-10T20:27:43.042Z,2021-06-10T20:42:06.163Z,completed,completed normal,29.66087163,0.396852476,41.49477409,7516.461082,1602.480988,685.0455706,19954466.67,763,1924082.62,545.1912933,2078,26240594.44,1315,2780.559721,3104639.48,1350,1173356.86,122411.56
API Generated 2021-06-11 04:40:31 +0000,630356d3-f412-419a-9da0-2d6e47c14bc5,2021-06-11T05:41:00.613Z,2021-06-11T05:55:50.349Z,completed,completed normal,24.83558128,0.99363708,49.06521886,33169.99283,1670.788726,814.8462547,20342800,762,1999059.14,374.3065053,2118,26197675,1356,1055.308376,3308917.51,1336,1302658.37,126331.78
API Generated 2021-06-11 09:16:38 +0000,98ebde5a-41c3-46d3-b07e-09fd325bd3f6,2021-06-11T09:32:43.757Z,2021-06-11T09:47:32.781Z,completed,completed normal,20.25487094,0.873430221,40.45191079,32022.02841,513.5712882,216.9841956,19646047.22,764,1794195.91,1688.271406,2080,26248922.22,1316,12259.75639,2622144.84,1341,820748.92,120651.86
API Generated 2021-06-11 09:16:38 +0000,b64a4ab7-f837-489d-9e5a-e1c8edd27db8,2021-06-11T09:48:18.811Z,2021-06-11T10:03:46.163Z,completed,completed normal,26.7145332,0.994526619,40.94295967,31447.58268,564.6540527,837.2155751,19466530.56,764,1856998.83,721.38748,2081,26239761.11,1317,3031.501994,2931650.58,1339,1067451.75,119092.88
API Generated 2021-06-11 01:35:34 +0000,df4eb007-4f0d-4034-95da-6c416d2901f6,2021-06-11T01:52:07.837Z,2021-06-11T02:08:22.303Z,completed,completed normal,20.67110388,0.128452762,49.24878021,21400.84952,1087.617841,292.1683788,20444916.67,764,1767957.59,1269.732248,2122,26206647.22,1358,9812.305176,2721561.53,1341,946403.94,127416.04
API Generated 2021-06-11 03:07:03 +0000,f6d5d466-f872-4a81-a393-241c93ab58fd,2021-06-11T03:23:44.813Z,2021-06-11T03:38:57.269Z,completed,completed normal,27.23696744,0.635271963,40.65286509,37015.70163,1422.492655,825.4731729,19465830.56,761,1863008.77,534.1822863,2085,26242586.11,1324,1951.97254,2992153.64,1345,1121944.87,119056.03
API Generated 2021-06-10 19:10:03 +0000,11d2322b-7b40-411d-a8bc-bcbc0e3ca51a,2021-06-10T19:25:43.047Z,2021-06-10T19:40:44.965Z,completed,completed normal,20.92045556,0.522915949,49.67801552,10701.7952,517.5273922,501.9515605,20435211.11,764,1712661.47,1281.737519,2143,26195647.22,1379,7454.016392,2678916.77,1341,959055.29,127324.3
API Generated 2021-06-11 03:23:58 +0000,99638465-1b7c-4a8b-afe3-e06a3018ed5d,2021-06-11T04:09:58.940Z,2021-06-11T04:24:58.734Z,completed,completed normal,27.52308648,0.766340781,41.04063887,5820.053765,1610.853559,241.5551358,19610513.89,764,1800467.64,1066.858069,2102,26248961.11,1338,9067.838525,2752611.04,1342,944943.4,120604.97
API Generated 2021-06-10 22:31:54 +0000,644b831c-ad2a-427d-a910-b8049809a9ab,2021-06-10T22:31:55.616Z,2021-06-10T22:47:19.224Z,completed,completed normal,21.22297989,0.612254252,41.14811432,12337.99877,719.9442324,307.5205167,19649736.11,762,1842112,1297.71005,2080,26245016.67,1318,9406.370941,2763585.11,1342,914273.1,120684.33
API Generated 2021-06-11 09:32:22 +0000,52273503-0603-42f5-b954-9fcba32841f8,2021-06-11T10:17:34.469Z,2021-06-11T10:32:40.373Z,completed,completed normal,20.61753442,0.426946685,41.34755677,5309.320394,442.8317173,216.4766348,19808330.56,765,1826863.46,1474.600911,2076,26239716.67,1311,11667.0812,2750347.12,1342,916283.65,122547.76
API Generated 2021-06-10 20:48:13 +0000,cd190231-7274-49db-bca9-861374368536,2021-06-10T21:35:25.829Z,2021-06-10T21:50:34.473Z,completed,completed normal,23.27690341,0.495225502,43.51008998,37939.49301,1476.992167,833.7169219,19639661.11,764,1884968.92,482.231683,2101,26227491.67,1337,1636.713179,3043403.45,1337,1151234.53,120686.27
